2014全日本ジュニア選手権.pdf,"[114, 7]","[46, 17]","[46, 18]","[48, 19]","[26, 20]","[17, 21]"
2018高校選抜.pdf,"[75, 9]","[81, 22]","[122, 23]"
2018全日本学生選抜.pdf,"[8, 4]","[6, 5]","[31, 18]","[7, 20]","[7, 21]","[2, 22]","[6, 23]"
2014全日本女子選手権.pdf,"[50, 7]","[12, 8]","[23, 19]","[32, 20]","[18, 21]"
2013全国高校選抜.pdf,"[98, 6]","[64, 21]","[100, 22]","[31, 23]"
2017インカレ２部　女子.pdf,"[20, 10]","[30, 20]"
2019EU_Taikou東日本大学対抗選手権.pdf,"[16, 4]","[3, 6]","[14, 12]","[15, 20]","[95, 22]"
2014-国民体育大会.pdf,"[0, 1]","[0, 2]","[119, 8]","[98, 11]","[49, 13]","[21, 17]","[301, 21]"
2015東日本大学対抗.pdf,"[14, 4]","[3, 7]","[15, 15]","[19, 20]","[81, 22]"
2017全日本選手権.pdf,"[47, 19]","[126, 20]","[12, 21]"
2017インカレ１部　女子.pdf,"[2, 4]","[6, 7]","[8, 15]","[11, 22]","[11, 23]","[13, 24]","[5, 27]"
2015西日本学生女子選手権.pdf,"[40, 25]"
2016-.国民体育大会pdf.pdf,"[0, 1]","[0, 2]","[23, 4]","[49, 6]","[140, 8]","[98, 11]","[50, 12]","[48, 13]","[356, 21]"
2012全国高校女子.pdf,"[56, 11]","[115, 22]","[14, 23]"
2017全国高校総体.pdf,"[18, 13]","[30, 14]","[342, 17]","[273, 18]"
2012インカレ２部.pdf,"[40, 10]","[92, 21]"
2017　国民体育大会.pdf,"[26, 5]","[49, 6]","[51, 11]","[98, 12]","[49, 15]","[140, 16]","[215, 17]","[15, 19]"
2014全国高校選抜.pdf,"[98, 7]","[20, 14]","[61, 15]","[64, 17]","[56, 18]"
2017日韓中フレンドシップ.pdf,"[2, 14]","[11, 15]","[29, 18]"
2012-全日本大学対抗ウエイトリフティング選手権大会-1部.pdf,"[24, 4]","[24, 8]","[22, 10]","[133, 22]"
2012全日本学生選抜.pdf,"[12, 3]","[7, 4]","[2, 7]","[10, 8]","[10, 9]","[5, 10]","[5, 11]","[5, 16]","[48, 17]"
2013都道府県対抗女子選手権.pdf,"[48, 13]","[129, 21]"
2017JKC_Jr.pdf,"[71, 18]"
2019IC2_m全日本インカレ２部.pdf,"[24, 12]","[152, 20]"
2017全日本マスターズ.pdf,"[187, 16]","[21, 17]","[1, 20]"
2015全日本学生新人戦.pdf,"[14, 4]","[137, 18]"
2014東日本大学対抗選手権.pdf,"[6, 4]","[15, 7]","[15, 12]","[15, 16]","[49, 18]","[14, 20]","[31, 22]"
2019IH_w全国高校女子.pdf,"[54, 17]","[120, 20]","[53, 21]","[52, 24]"
2016レディースカップ.pdf,"[38, 6]","[29, 8]","[51, 20]","[104, 21]"
2019syakaijin全日本社会人選手権.pdf,"[71, 16]","[103, 18]","[63, 21]"
2016東日本学生個人・新人選手権.pdf,"[6, 6]","[21, 7]","[1, 11]","[0, 17]","[6, 18]","[2, 19]","[101, 20]","[8, 21]","[29, 23]","[10, 24]","[17, 25]"
2012-国民体育大会.pdf,"[0, 1]","[0, 2]","[9, 7]","[119, 8]","[49, 13]","[322, 21]"
2013全国中学生選手権.pdf,"[5, 4]","[27, 6]","[48, 14]","[7, 16]","[35, 19]","[3, 20]"
2013東日本大学対抗.pdf,"[2, 4]","[3, 5]","[30, 7]","[26, 12]","[37, 15]","[35, 17]","[21, 18]","[32, 19]","[14, 21]"
2017全国高校女子.pdf,"[42, 13]","[53, 22]","[68, 23]","[81, 24]"
2017西日本学生選手権.pdf,"[43, 9]","[170, 22]"
2012高校総体.pdf,"[434, 13]","[66, 17]"
2018西日本学生女子.pdf,"[21, 10]","[48, 21]"
2018全日本社会人.pdf,"[0, 2]","[32, 6]","[32, 8]","[30, 13]","[33, 14]","[8, 18]","[176, 21]"
2017関西学生選抜.pdf,"[37, 18]"
2022_intercollegiate.pdf,"[12, 12]","[108, 23]","[13, 24]"
2018西日本学生新人.pdf,"[49, 17]"
2014全日本選手権.pdf,"[99, 7]","[30, 17]","[14, 18]","[26, 19]","[12, 20]","[31, 21]"
2017レディースカップ.pdf,"[0, 2]","[60, 11]","[27, 13]","[29, 14]","[3, 15]","[39, 18]","[20, 19]","[144, 22]"
2019国民体育大会.pdf,"[0, 1]","[42, 2]","[28, 5]","[147, 8]","[96, 11]","[48, 13]","[368, 21]"
2012WUC.pdf,"[9, 3]","[20, 5]","[101, 6]","[40, 7]","[80, 8]","[159, 9]","[290, 10]","[53, 11]","[45, 27]"
2012全国中学生大会.pdf,"[71, 20]"
2019AJC全日本選手権.pdf,"[166, 20]","[25, 21]"
2012全日本マスターズ.pdf,"[204, 19]","[26, 20]"
2012日韓中フレンドシップ.pdf,"[61, 18]"
2016インカレ２部　男子.pdf,"[47, 15]","[133, 23]"
2022ajc_M_Result_final.pdf,"[86, 20]","[20, 21]"
2019WU_sensyuken西日本学生選手権.pdf,"[41, 16]","[176, 25]"
2022_im_Result_final.pdf,"[117, 20]"
2017学生新人選手権.pdf,"[12, 4]","[6, 6]","[92, 18]","[1, 19]","[2, 20]","[9, 21]","[5, 23]","[4, 24]"
2013全日本ジュニア　男子.pdf,"[23, 4]","[4, 12]","[31, 13]","[12, 14]","[16, 16]","[38, 17]"
2016東日本大学対抗.pdf,"[16, 4]","[13, 10]","[96, 22]","[15, 24]"
2017学生個人選手権.pdf,"[7, 9]","[129, 21]","[94, 23]"
2012西日本学生選手権.pdf,"[39, 9]","[224, 23]"
2017社会人選手権.pdf,"[0, 1]","[0, 2]","[32, 6]","[32, 8]","[32, 13]","[27, 14]","[32, 18]","[177, 21]"
2018全日本ジュニア.pdf,"[13, 4]","[12, 5]","[18, 7]","[15, 11]","[26, 17]","[48, 18]","[40, 20]","[16, 21]","[15, 22]","[31, 23]","[16, 25]"
2016全国中学生選手権.pdf,"[9, 5]","[3, 6]","[1, 15]","[0, 17]","[33, 18]","[16, 19]","[49, 20]","[8, 22]"
2017インカレ２部　男子.pdf,"[47, 10]","[133, 20]"
2014全日本学生選抜.pdf,"[27, 7]","[10, 19]","[52, 20]","[5, 21]","[14, 22]","[18, 23]","[9, 24]"
2016西日本学生新人選手権.pdf,"[72, 21]"
2017高校選抜.pdf,"[211, 23]"
2012全日本選手権.pdf,"[87, 21]"
2012全日本選手権　女子.pdf,"[66, 21]"
2016関西学生選手権.pdf,"[22, 16]","[82, 25]"
2019Jr全日本ジュニア選手権.pdf,"[4, 4]","[30, 7]","[3, 8]","[13, 17]","[88, 18]","[42, 19]","[29, 21]","[14, 22]","[8, 23]","[13, 24]"
2019WU_shinjin西日本学生新人・女子新人選手権.pdf,"[94, 17]"
2016全国高校女子.pdf,"[20, 6]","[28, 10]","[72, 15]","[92, 22]","[80, 26]"
2013全国高校総体.pdf,"[42, 12]","[14, 13]","[95, 14]","[42, 15]","[380, 17]","[52, 18]"
2019WU_jyoshi西日本学生女子選手権.pdf,"[12, 17]","[50, 24]"
2012都道府県女子対抗.pdf,"[49, 13]","[40, 19]","[115, 20]"
2013-レディースカップ.pdf,"[0, 2]","[14, 10]","[50, 11]","[32, 12]","[28, 18]","[70, 22]"
2018全日本選手権.pdf,"[53, 18]","[81, 20]","[61, 21]"
2022ajc_W_Result_final.pdf,"[84, 20]","[12, 21]"
2021_IC2.pdf,"[23, 12]","[153, 22]"
2015全国中学生選手権.pdf,"[18, 7]","[12, 8]","[24, 11]","[28, 22]","[35, 23]","[27, 24]","[12, 25]"
2013全日本学生選抜.pdf,"[18, 7]","[26, 19]","[9, 20]","[16, 21]","[6, 22]","[18, 23]","[2, 24]","[11, 25]"
2017東日本学生個人・新人選手権.pdf,"[12, 4]","[15, 5]","[0, 17]","[95, 18]","[35, 19]","[30, 20]","[6, 21]","[3, 22]","[10, 24]"
2019IC1_m全日本インカレ１部.pdf,"[18, 4]","[12, 14]","[108, 22]"
2017西日本学生新人.pdf,"[65, 17]"
2018国民体育大会.pdf,"[1, 1]","[0, 2]","[28, 5]","[43, 6]","[140, 8]","[96, 11]","[48, 13]","[21, 18]","[349, 21]"
2021_ic_w_Result.pdf,"[18, 12]","[86, 22]"
2019EU_Kojin東日本学生個人・新人選手権.pdf,"[52, 5]","[31, 14]","[48, 15]","[20, 16]","[11, 17]","[7, 18]","[0, 19]","[5, 20]","[1, 21]","[37, 22]","[22, 23]","[16, 24]"
2015全日本選手権.pdf,"[29, 4]","[16, 12]","[11, 17]","[121, 18]","[1, 19]","[16, 20]"
2019U_senbatsu全日本学生選抜大会.pdf,"[12, 5]","[6, 6]","[13, 18]","[6, 19]","[1, 20]","[12, 21]","[23, 22]","[3, 23]"
2012東日本学生個人.pdf,"[14, 4]","[145, 18]"
2017西日本学生女子.pdf,"[22, 10]","[47, 21]"
2012全日本ジュニア.pdf,"[88, 7]","[90, 15]","[8, 16]","[45, 17]","[24, 18]"
2019IC2_w全日本女子インカレ２部.pdf,"[12, 12]","[35, 20]"
2018西日本学生選手権.pdf,"[44, 9]","[169, 22]"
2017インカレ１部　男子.pdf,"[24, 7]","[12, 13]","[27, 19]","[17, 21]","[15, 22]","[28, 23]","[17, 24]","[12, 25]"
2016AsianYouthChampionship.pdf,"[15, 1]","[0, 2]","[93, 9]","[90, 10]","[23, 12]","[90, 14]"
2019IC_senbatsu全日本学生選抜大会.pdf,"[12, 5]","[9, 15]","[5, 17]","[3, 18]","[5, 23]","[12, 24]","[7, 25]"
2013国民体育大会.pdf,"[1, 1]","[0, 2]","[2, 4]","[5, 7]","[112, 8]","[98, 11]","[49, 13]","[22, 17]","[300, 21]"
2016西日本学生選手権　男子.pdf,"[40, 14]","[176, 25]"
2015全国高校総体.pdf,"[0, 1]","[42, 3]","[5, 9]","[91, 10]","[46, 11]","[59, 12]","[397, 25]","[36, 26]"
2017全日本ジュニア.pdf,"[0, 1]","[1, 2]","[0, 3]","[1, 4]","[3, 6]","[4, 7]","[36, 8]","[22, 20]","[83, 22]","[62, 23]","[31, 24]","[6, 41]"
2016_MWC_Results-1.pdf,"[25, 11]","[13, 12]","[125, 14]"
2021IC2_m-1-2.pdf,"[18, 12]","[120, 20]"
2019IC_shinjin全日本学生新人選手権.pdf,"[27, 5]","[63, 14]","[27, 15]","[7, 17]","[13, 18]","[13, 22]","[17, 23]","[3, 24]"
2012-社会人ウエイトリフティング選手権大会.pdf,"[0, 1]","[0, 2]","[32, 6]","[32, 8]","[53, 13]","[3, 17]","[12, 18]","[175, 21]"
2018インカレ1部.pdf,"[24, 4]","[8, 11]","[12, 12]","[122, 22]"
2016全日本学生新人選手権.pdf,"[24, 7]","[1, 19]","[97, 20]","[20, 21]","[11, 22]","[22, 23]","[4, 24]"
2013東日本学生個人・新人選手権.pdf,"[20, 4]","[166, 18]"
2016社会人選手権.pdf,"[25, 9]","[80, 14]","[140, 19]","[41, 20]"
2014関西学生選手権.pdf,"[22, 10]","[94, 22]"
2014全日本学生個人.pdf,"[121, 18]","[19, 21]"
2012全日本学生新人選手権.pdf,"[12, 4]","[3, 8]","[67, 18]","[21, 19]","[32, 29]"
2018全国高校総体.pdf,"[6, 12]","[20, 13]","[22, 14]","[279, 17]","[213, 18]"
2021IC1_m-3.pdf,"[22, 12]","[116, 19]"
2019IC1_w全日本女子インカレ１部.pdf,"[8, 4]","[8, 15]","[45, 22]"
2012-レディースカップ.pdf,"[0, 2]","[60, 9]","[36, 12]","[6, 18]","[91, 22]"
2021hs_senbatsu.pdf,"[199, 20]","[19, 21]"
2019LCupレディースカップ.pdf,"[102, 14]","[93, 18]","[120, 19]"
